k_train,feature_set,domain,method,method_display,K,selected_human_rating,random_mean,human_oracle_rating,gain_over_random,oracle_gain_over_random,n_messages,selected_human_rating_se,selected_human_rating_ci_lower,selected_human_rating_ci_upper,random_mean_se,random_mean_ci_lower,random_mean_ci_upper,gain_over_random_se,gain_over_random_ci_lower,gain_over_random_ci_upper,human_oracle_rating_se,human_oracle_rating_ci_lower,human_oracle_rating_ci_upper,oracle_gain_over_random_se,oracle_gain_over_random_ci_lower,oracle_gain_over_random_ci_upper,ci_method,ci_z,feature_selection_rule
7,Demographics + History + Message Embedding,Content,Hybrid — LLM-anchor (30/70),LLM-anchor,5,4.138571428571429,3.9261272538936476,4.7666666666666675,0.2124441746777812,0.8405394127730199,122,0.16536292800740943,3.8144600896769063,4.462682767465951,0.038057403671314945,3.8515347426978703,4.000719765089425,0.16968577999757403,-0.12013995411746387,0.5450283034730263,0.06666666666666658,4.636000000000001,4.897333333333334,0.07676464302428462,0.690080712445422,0.9909981131006178,normal_approx_message_se,1.96,fixed feature set across all domains: Demographics + History + Message Embedding
7,Demographics + History + Message Embedding,Content,Hybrid — LLM-anchor (30/70),LLM-anchor,10,4.17,3.9261272538936476,4.648690476190476,0.24387274610635234,0.7225632222968281,122,0.10222884603403898,3.9696314617732837,4.370368538226717,0.038057403671314945,3.8515347426978703,4.000719765089425,0.1090830093811711,0.030070047719256976,0.4576754444934477,0.05313326099569158,4.54454928463892,4.752831667742031,0.06535678540318286,0.5944639229065898,0.8506625216870665,normal_approx_message_se,1.96,fixed feature set across all domains: Demographics + History + Message Embedding
7,Demographics + History + Message Embedding,Content,Hybrid — LLM-anchor (30/70),LLM-anchor,15,4.135555555555555,3.9261272538936476,4.567698412698413,0.20942830166190785,0.6415711588047657,122,0.09225404960099287,3.9547376183376093,4.316373492773502,0.038057403671314945,3.8515347426978703,4.000719765089425,0.09979566945506137,0.013828789529987562,0.40502781379382813,0.046369499409316554,4.4768141938561525,4.658582631540674,0.05998746910540587,0.5239957193581701,0.7591465982513612,normal_approx_message_se,1.96,fixed feature set across all domains: Demographics + History + Message Embedding
7,Demographics + History + Message Embedding,Content,Hybrid — LLM-anchor (30/70),LLM-anchor,20,4.135,3.9261272538936476,4.5111904761904755,0.2088727461063522,0.585063222296828,122,0.06979627191148088,3.9981993070534974,4.271800692946503,0.038057403671314945,3.8515347426978703,4.000719765089425,0.0794977078093626,0.05305723880000149,0.36468825341270295,0.04118332257118345,4.430471163950956,4.591909788429995,0.05607523546275632,0.4751557607898256,0.6949706838038303,normal_approx_message_se,1.96,fixed feature set across all domains: Demographics + History + Message Embedding
7,Demographics + History + Message Embedding,Content,Hybrid — LLM-anchor (30/70),LLM-anchor,25,4.131461538461539,3.9261272538936476,4.467450549450549,0.2053342845678916,0.5413232955569018,122,0.05923248307222893,4.01536587163997,4.247557205283108,0.038057403671314945,3.8515347426978703,4.000719765089425,0.07040492188123855,0.06734063768066403,0.3433279314551192,0.037408103620824286,4.394130666353734,4.540770432547365,0.053364147053126816,0.4367295673327733,0.6459170237810304,normal_approx_message_se,1.96,fixed feature set across all domains: Demographics + History + Message Embedding
7,Demographics + History + Message Embedding,Content,Hybrid — RF-anchor (70/30),RF-anchor,5,4.056776556776557,3.9261272538936476,4.7666666666666675,0.130649302882909,0.8405394127730199,122,0.2802844140068743,3.5074191053230828,4.60613400823003,0.038057403671314945,3.8515347426978703,4.000719765089425,0.2828563570248658,-0.4237491568858279,0.6850477626516459,0.06666666666666658,4.636000000000001,4.897333333333334,0.07676464302428462,0.690080712445422,0.9909981131006178,normal_approx_message_se,1.96,fixed feature set across all domains: Demographics + History + Message Embedding
7,Demographics + History + Message Embedding,Content,Hybrid — RF-anchor (70/30),RF-anchor,10,4.002197802197802,3.9261272538936476,4.648690476190476,0.0760705483041546,0.7225632222968281,122,0.1398024537154931,3.728184992915436,4.276210611480169,0.038057403671314945,3.8515347426978703,4.000719765089425,0.14488993077185872,-0.20791371600868847,0.3600548126169977,0.05313326099569158,4.54454928463892,4.752831667742031,0.06535678540318286,0.5944639229065898,0.8506625216870665,normal_approx_message_se,1.96,fixed feature set across all domains: Demographics + History + Message Embedding
7,Demographics + History + Message Embedding,Content,Hybrid — RF-anchor (70/30),RF-anchor,15,4.033965201465201,3.9261272538936476,4.567698412698413,0.10783794757155363,0.6415711588047657,122,0.10103748421643101,3.8359317324009963,4.231998670529406,0.038057403671314945,3.8515347426978703,4.000719765089425,0.10796730612082048,-0.1037779724252545,0.31945386756836175,0.046369499409316554,4.4768141938561525,4.658582631540674,0.05998746910540587,0.5239957193581701,0.7591465982513612,normal_approx_message_se,1.96,fixed feature set across all domains: Demographics + History + Message Embedding
7,Demographics + History + Message Embedding,Content,Hybrid — RF-anchor (70/30),RF-anchor,20,3.990473901098901,3.9261272538936476,4.5111904761904755,0.0643466472052534,0.585063222296828,122,0.08090857859175507,3.8318930870590613,4.149054715138741,0.038057403671314945,3.8515347426978703,4.000719765089425,0.0894123261297883,-0.11090151200913168,0.23959480641963848,0.04118332257118345,4.430471163950956,4.591909788429995,0.05607523546275632,0.4751557607898256,0.6949706838038303,normal_approx_message_se,1.96,fixed feature set across all domains: Demographics + History + Message Embedding
7,Demographics + History + Message Embedding,Content,Hybrid — RF-anchor (70/30),RF-anchor,25,3.9090457875457876,3.9261272538936476,4.467450549450549,-0.017081466347860008,0.5413232955569018,122,0.079472195669002,3.7532802840345436,4.0648112910570315,0.038057403671314945,3.8515347426978703,4.000719765089425,0.0881146744796436,-0.18978622832796146,0.15562329563224145,0.037408103620824286,4.394130666353734,4.540770432547365,0.053364147053126816,0.4367295673327733,0.6459170237810304,normal_approx_message_se,1.96,fixed feature set across all domains: Demographics + History + Message Embedding
7,Demographics + History + Message Embedding,Content,LLM-PP (Grok-4-Fast),LLM-PP,5,4.11,3.9261272538936476,4.7666666666666675,0.18387274610635274,0.8405394127730199,122,0.16763054614240208,3.7814441295608923,4.438555870439108,0.038057403671314945,3.8515347426978703,4.000719765089425,0.1718963815040951,-0.15304416164167367,0.5207896538543791,0.06666666666666658,4.636000000000001,4.897333333333334,0.07676464302428462,0.690080712445422,0.9909981131006178,normal_approx_message_se,1.96,fixed feature set across all domains: Demographics + History + Message Embedding
7,Demographics + History + Message Embedding,Content,LLM-PP (Grok-4-Fast),LLM-PP,10,4.13,3.9261272538936476,4.648690476190476,0.2038727461063523,0.7225632222968281,122,0.10003145763711935,3.933938343031246,4.326061656968754,0.038057403671314945,3.8515347426978703,4.000719765089425,0.10702643828142754,-0.005899072925245663,0.4136445651379503,0.05313326099569158,4.54454928463892,4.752831667742031,0.06535678540318286,0.5944639229065898,0.8506625216870665,normal_approx_message_se,1.96,fixed feature set across all domains: Demographics + History + Message Embedding
7,Demographics + History + Message Embedding,Content,LLM-PP (Grok-4-Fast),LLM-PP,15,4.1635897435897435,3.9261272538936476,4.567698412698413,0.23746248969609596,0.6415711588047657,122,0.07077162810818552,4.0248773524976995,4.302302134681788,0.038057403671314945,3.8515347426978703,4.000719765089425,0.08035539384064228,0.07996591776843709,0.3949590616237548,0.046369499409316554,4.4768141938561525,4.658582631540674,0.05998746910540587,0.5239957193581701,0.7591465982513612,normal_approx_message_se,1.96,fixed feature set across all domains: Demographics + History + Message Embedding
7,Demographics + History + Message Embedding,Content,LLM-PP (Grok-4-Fast),LLM-PP,20,4.156025641025641,3.9261272538936476,4.5111904761904755,0.2298983871319935,0.585063222296828,122,0.06881876055736921,4.0211408703331974,4.290910411718085,0.038057403671314945,3.8515347426978703,4.000719765089425,0.07864087854833472,0.07576226517725745,0.38403450908672954,0.04118332257118345,4.430471163950956,4.591909788429995,0.05607523546275632,0.4751557607898256,0.6949706838038303,normal_approx_message_se,1.96,fixed feature set across all domains: Demographics + History + Message Embedding
7,Demographics + History + Message Embedding,Content,LLM-PP (Grok-4-Fast),LLM-PP,25,4.159820512820513,3.9261272538936476,4.467450549450549,0.23369325892686543,0.5413232955569018,122,0.056474601827752435,4.049130293238118,4.270510732402908,0.038057403671314945,3.8515347426978703,4.000719765089425,0.0681010031189306,0.10021529281376146,0.3671712250399694,0.037408103620824286,4.394130666353734,4.540770432547365,0.053364147053126816,0.4367295673327733,0.6459170237810304,normal_approx_message_se,1.96,fixed feature set across all domains: Demographics + History + Message Embedding
7,Demographics + History + Message Embedding,Content,Supervised RF,Supervised RF,5,4.3152380952380955,3.9261272538936476,4.7666666666666675,0.38911084134444796,0.8405394127730199,122,0.2403908382240072,3.8440720523190413,4.78640413815715,0.038057403671314945,3.8515347426978703,4.000719765089425,0.24338471824714514,-0.08792320641995649,0.8661448891088523,0.06666666666666658,4.636000000000001,4.897333333333334,0.07676464302428462,0.690080712445422,0.9909981131006178,normal_approx_message_se,1.96,fixed feature set across all domains: Demographics + History + Message Embedding
